Person1_Age,Person2_Age,Person1_Gender,Person2_Gender,Same_Last_Name,Marital_Status,Living_Together_Duration,Household_Role_P1,Household_Role_P2,Relationship_Label
85,8,Female,Male,Yes,Single,26.9,Grandmother,Grandson,Grandmother-Grandson
58,7,Male,Female,Yes,Divorced,2.0,Grandfather,Granddaughter,Grandfather-Granddaughter
40,42,Male,Male,Yes,Single,25.2,Brother,Brother,Brother-Brother
58,15,Female,Male,Yes,Widowed,3.6,Grandmother,Grandson,Grandmother-Grandson
61,3,Male,Female,Yes,Divorced,20.8,Grandfather,Granddaughter,Grandfather-Granddaughter
39,18,Female,Female,Yes,Divorced,5.8,Mother,Daughter,Mother-Daughter
66,57,Female,Male,No,Single,18.1,Roommate,Roommate,Unrelated
30,23,Female,Female,Yes,Single,19.5,Sister,Sister,Sister-Sister
40,13,Female,Female,Yes,Widowed,3.1,Mother,Daughter,Mother-Daughter
55,18,Female,Female,Yes,Widowed,13.8,Grandmother,Granddaughter,Grandmother-Granddaughter
39,29,Female,Female,Yes,Single,28.5,Sister,Sister,Sister-Sister
62,41,Female,Male,Yes,Divorced,3.3,Mother,Son,Mother-Son
65,37,Female,Male,No,Single,14.6,Roommate,Roommate,Unrelated
16,15,Male,Female,Yes,Single,4.2,Brother,Sister,Brother-Sister
37,29,Male,Female,Yes,Single,10.5,Brother,Sister,Brother-Sister
65,0,Male,Female,Yes,Divorced,8.9,Grandfather,Granddaughter,Grandfather-Granddaughter
25,1,Female,Male,Yes,Single,19.7,Mother,Son,Mother-Son
58,33,Male,Male,Yes,Divorced,16.9,Father,Son,Father-Son
50,10,Male,Female,Yes,Widowed,17.6,Grandfather,Granddaughter,Grandfather-Granddaughter
81,26,Female,Male,Yes,Married,8.3,Grandmother,Grandson,Grandmother-Grandson
26,34,Male,Male,Yes,Single,21.0,Brother,Brother,Brother-Brother
33,26,Male,Female,Yes,Married,26.3,Husband,Wife,Husband-Wife
76,28,Female,Male,Yes,Divorced,28.1,Grandmother,Grandson,Grandmother-Grandson
26,1,Female,Female,Yes,Married,26.5,Mother,Daughter,Mother-Daughter
7,4,Male,Female,Yes,Single,22.5,Brother,Sister,Brother-Sister
45,4,Female,Female,Yes,Single,1.8,Mother,Daughter,Mother-Daughter
10,3,Male,Male,Yes,Single,20.2,Brother,Brother,Brother-Brother
82,32,Male,Female,Yes,Single,10.1,Grandfather,Granddaughter,Grandfather-Granddaughter
58,14,Male,Male,Yes,Divorced,3.4,Grandfather,Grandson,Grandfather-Grandson
50,50,Female,Female,Yes,Single,13.3,Sister,Sister,Sister-Sister
37,46,Male,Female,Yes,Married,10.5,Husband,Wife,Husband-Wife
13,22,Male,Female,Yes,Single,23.1,Brother,Sister,Brother-Sister
46,35,Male,Female,Yes,Married,1.0,Husband,Wife,Husband-Wife
53,44,Male,Female,Yes,Single,26.0,Brother,Sister,Brother-Sister
30,0,Female,Male,Yes,Widowed,22.4,Mother,Son,Mother-Son
57,14,Male,Female,Yes,Widowed,1.6,Grandfather,Granddaughter,Grandfather-Granddaughter
57,37,Male,Female,Yes,Widowed,8.5,Father,Daughter,Father-Daughter
37,2,Female,Female,Yes,Divorced,27.3,Mother,Daughter,Mother-Daughter
5,15,Female,Female,Yes,Single,11.2,Sister,Sister,Sister-Sister
63,24,Male,Male,Yes,Divorced,11.7,Father,Son,Father-Son
36,16,Male,Male,Yes,Divorced,29.1,Father,Son,Father-Son
26,22,Female,Female,Yes,Single,16.4,Sister,Sister,Sister-Sister
42,37,Female,Female,No,Single,26.8,Roommate,Roommate,Unrelated
32,38,Male,Male,Yes,Single,20.0,Brother,Brother,Brother-Brother
38,17,Male,Female,Yes,Divorced,26.9,Father,Daughter,Father-Daughter
7,8,Male,Female,Yes,Single,7.2,Brother,Sister,Brother-Sister
62,15,Male,Male,Yes,Divorced,29.0,Grandfather,Grandson,Grandfather-Grandson
23,33,Female,Female,No,Single,12.4,Roommate,Roommate,Unrelated
41,23,Female,Male,Yes,Married,2.2,Mother,Son,Mother-Son
51,24,Male,Female,Yes,Widowed,21.0,Father,Daughter,Father-Daughter
81,17,Female,Female,Yes,Married,23.2,Grandmother,Granddaughter,Grandmother-Granddaughter
71,10,Female,Male,Yes,Widowed,5.0,Grandmother,Grandson,Grandmother-Grandson
44,50,Male,Female,Yes,Married,26.8,Husband,Wife,Husband-Wife
35,42,Male,Female,Yes,Married,16.4,Husband,Wife,Husband-Wife
43,25,Male,Male,Yes,Widowed,16.3,Father,Son,Father-Son
48,51,Male,Male,Yes,Single,12.6,Brother,Brother,Brother-Brother
30,7,Female,Male,Yes,Divorced,14.1,Mother,Son,Mother-Son
80,44,Female,Male,Yes,Widowed,3.9,Grandmother,Grandson,Grandmother-Grandson
30,9,Male,Male,Yes,Widowed,2.5,Father,Son,Father-Son
25,39,Male,Male,No,Single,22.0,Roommate,Roommate,Unrelated
59,4,Female,Male,Yes,Widowed,15.2,Grandmother,Grandson,Grandmother-Grandson
51,43,Male,Female,Yes,Single,19.3,Brother,Sister,Brother-Sister
37,7,Male,Male,Yes,Single,1.2,Father,Son,Father-Son
56,32,Female,Female,No,Single,11.7,Roommate,Roommate,Unrelated
54,10,Female,Male,Yes,Single,25.0,Mother,Son,Mother-Son
60,51,Male,Female,No,Single,10.6,Roommate,Roommate,Unrelated
41,17,Female,Male,Yes,Divorced,10.1,Mother,Son,Mother-Son
53,2,Male,Female,Yes,Widowed,1.6,Grandfather,Granddaughter,Grandfather-Granddaughter
76,5,Male,Female,Yes,Widowed,21.3,Grandfather,Granddaughter,Grandfather-Granddaughter
31,12,Female,Male,Yes,Widowed,29.1,Mother,Son,Mother-Son
46,40,Male,Male,Yes,Single,14.0,Brother,Brother,Brother-Brother
47,29,Male,Female,Yes,Married,7.7,Father,Daughter,Father-Daughter
52,26,Female,Female,Yes,Widowed,12.2,Mother,Daughter,Mother-Daughter
88,52,Male,Male,Yes,Divorced,4.3,Grandfather,Grandson,Grandfather-Grandson
31,58,Female,Female,No,Single,9.7,Roommate,Roommate,Unrelated
56,35,Female,Female,Yes,Divorced,9.5,Mother,Daughter,Mother-Daughter
60,17,Female,Male,Yes,Widowed,21.5,Grandmother,Grandson,Grandmother-Grandson
64,22,Male,Male,Yes,Widowed,17.5,Father,Son,Father-Son
53,52,Male,Male,Yes,Single,20.7,Brother,Brother,Brother-Brother
61,20,Female,Male,Yes,Married,9.0,Grandmother,Grandson,Grandmother-Grandson
33,12,Male,Female,Yes,Single,4.4,Father,Daughter,Father-Daughter
69,19,Male,Female,Yes,Widowed,16.9,Grandfather,Granddaughter,Grandfather-Granddaughter
86,31,Female,Female,Yes,Divorced,15.7,Grandmother,Granddaughter,Grandmother-Granddaughter
83,48,Male,Male,Yes,Divorced,23.6,Grandfather,Grandson,Grandfather-Grandson
30,32,Female,Female,Yes,Single,2.3,Sister,Sister,Sister-Sister
39,42,Male,Male,Yes,Single,10.7,Brother,Brother,Brother-Brother
35,7,Female,Male,Yes,Widowed,26.0,Mother,Son,Mother-Son
79,31,Male,Male,Yes,Married,17.1,Grandfather,Grandson,Grandfather-Grandson
60,67,Male,Female,Yes,Married,25.4,Husband,Wife,Husband-Wife
47,13,Female,Female,Yes,Single,8.8,Mother,Daughter,Mother-Daughter
35,28,Male,Male,Yes,Single,1.6,Brother,Brother,Brother-Brother
46,14,Female,Male,Yes,Single,5.0,Mother,Son,Mother-Son
67,56,Male,Female,No,Single,7.8,Roommate,Roommate,Unrelated
63,29,Male,Female,Yes,Single,4.3,Father,Daughter,Father-Daughter
22,12,Female,Female,Yes,Single,7.1,Sister,Sister,Sister-Sister
31,64,Male,Male,No,Single,2.0,Roommate,Roommate,Unrelated
20,16,Male,Male,Yes,Single,2.2,Brother,Brother,Brother-Brother
66,34,Male,Male,Yes,Widowed,4.5,Father,Son,Father-Son
72,10,Male,Male,Yes,Married,9.6,Grandfather,Grandson,Grandfather-Grandson
38,8,Female,Female,Yes,Married,2.8,Mother,Daughter,Mother-Daughter
60,72,Male,Female,Yes,Married,4.4,Husband,Wife,Husband-Wife
19,16,Female,Female,Yes,Single,8.1,Sister,Sister,Sister-Sister
59,2,Female,Male,Yes,Divorced,9.5,Grandmother,Grandson,Grandmother-Grandson
49,40,Male,Female,Yes,Single,6.4,Brother,Sister,Brother-Sister
36,14,Female,Male,Yes,Widowed,23.8,Mother,Son,Mother-Son
61,14,Male,Female,Yes,Divorced,2.3,Grandfather,Granddaughter,Grandfather-Granddaughter
68,12,Male,Male,Yes,Married,11.9,Father,Son,Father-Son
65,10,Female,Male,Yes,Married,19.4,Grandmother,Grandson,Grandmother-Grandson
60,22,Female,Female,Yes,Divorced,17.4,Grandmother,Granddaughter,Grandmother-Granddaughter
26,20,Male,Female,Yes,Single,29.5,Brother,Sister,Brother-Sister
26,41,Female,Male,No,Single,24.7,Roommate,Roommate,Unrelated
30,11,Male,Male,Yes,Divorced,15.3,Father,Son,Father-Son
56,36,Female,Male,Yes,Divorced,3.9,Mother,Son,Mother-Son
51,46,Male,Male,Yes,Single,17.7,Brother,Brother,Brother-Brother
62,21,Female,Female,Yes,Widowed,20.8,Grandmother,Granddaughter,Grandmother-Granddaughter
60,3,Male,Female,Yes,Divorced,2.6,Grandfather,Granddaughter,Grandfather-Granddaughter
49,9,Male,Male,Yes,Married,0.8,Father,Son,Father-Son
38,28,Male,Male,No,Single,8.3,Roommate,Roommate,Unrelated
61,16,Female,Male,Yes,Divorced,1.2,Grandmother,Grandson,Grandmother-Grandson
39,33,Male,Male,Yes,Single,15.3,Brother,Brother,Brother-Brother
82,23,Male,Male,Yes,Single,23.7,Grandfather,Grandson,Grandfather-Grandson
52,55,Male,Female,Yes,Single,20.6,Brother,Sister,Brother-Sister
23,16,Male,Male,Yes,Single,6.3,Brother,Brother,Brother-Brother
11,5,Male,Male,Yes,Single,0.8,Brother,Brother,Brother-Brother
59,57,Female,Female,Yes,Single,10.6,Sister,Sister,Sister-Sister
58,4,Male,Female,Yes,Married,18.1,Father,Daughter,Father-Daughter
62,17,Female,Female,Yes,Single,3.1,Grandmother,Granddaughter,Grandmother-Granddaughter
64,0,Male,Male,Yes,Widowed,17.6,Grandfather,Grandson,Grandfather-Grandson
80,1,Male,Male,Yes,Married,11.8,Grandfather,Grandson,Grandfather-Grandson
62,22,Male,Female,No,Single,9.7,Roommate,Roommate,Unrelated
60,54,Female,Female,No,Single,22.7,Roommate,Roommate,Unrelated
53,0,Male,Male,Yes,Single,18.1,Grandfather,Grandson,Grandfather-Grandson
34,35,Female,Male,No,Single,22.3,Roommate,Roommate,Unrelated
69,30,Female,Male,Yes,Married,10.3,Grandmother,Grandson,Grandmother-Grandson
34,3,Male,Female,Yes,Married,6.1,Father,Daughter,Father-Daughter
19,10,Male,Female,Yes,Single,18.3,Brother,Sister,Brother-Sister
63,10,Female,Female,Yes,Married,2.5,Grandmother,Granddaughter,Grandmother-Granddaughter
40,17,Male,Male,Yes,Married,11.1,Father,Son,Father-Son
82,5,Male,Female,Yes,Married,9.6,Grandfather,Granddaughter,Grandfather-Granddaughter
43,6,Female,Male,Yes,Divorced,25.0,Mother,Son,Mother-Son
87,3,Female,Male,Yes,Married,3.7,Grandmother,Grandson,Grandmother-Grandson
13,19,Male,Female,Yes,Single,12.2,Brother,Sister,Brother-Sister
61,28,Male,Male,No,Single,7.4,Roommate,Roommate,Unrelated
25,56,Female,Female,No,Single,16.7,Roommate,Roommate,Unrelated
65,27,Female,Male,No,Single,22.6,Roommate,Roommate,Unrelated
63,17,Male,Male,Yes,Divorced,10.8,Father,Son,Father-Son
81,24,Male,Female,Yes,Married,13.4,Grandfather,Granddaughter,Grandfather-Granddaughter
62,24,Male,Female,Yes,Widowed,14.1,Father,Daughter,Father-Daughter
55,32,Female,Male,Yes,Single,2.6,Mother,Son,Mother-Son
43,43,Male,Female,Yes,Single,14.2,Brother,Sister,Brother-Sister
47,41,Male,Female,Yes,Single,25.1,Brother,Sister,Brother-Sister
59,0,Female,Male,Yes,Divorced,1.6,Grandmother,Grandson,Grandmother-Grandson
83,22,Male,Female,Yes,Widowed,23.2,Grandfather,Granddaughter,Grandfather-Granddaughter
67,18,Female,Female,Yes,Married,4.6,Grandmother,Granddaughter,Grandmother-Granddaughter
55,28,Male,Female,No,Single,22.2,Roommate,Roommate,Unrelated
35,33,Male,Male,Yes,Single,5.0,Brother,Brother,Brother-Brother
58,8,Female,Female,Yes,Widowed,15.1,Grandmother,Granddaughter,Grandmother-Granddaughter
51,16,Male,Female,Yes,Married,14.9,Grandfather,Granddaughter,Grandfather-Granddaughter
66,3,Male,Male,Yes,Divorced,2.4,Grandfather,Grandson,Grandfather-Grandson
48,19,Male,Male,Yes,Single,2.2,Father,Son,Father-Son
70,47,Male,Male,Yes,Divorced,11.5,Father,Son,Father-Son
45,54,Male,Male,Yes,Single,27.5,Brother,Brother,Brother-Brother
30,10,Male,Male,Yes,Single,9.5,Father,Son,Father-Son
81,2,Male,Male,Yes,Married,22.5,Grandfather,Grandson,Grandfather-Grandson
21,30,Male,Female,Yes,Single,25.6,Brother,Sister,Brother-Sister
57,1,Female,Female,Yes,Single,21.5,Mother,Daughter,Mother-Daughter
43,13,Female,Female,Yes,Widowed,13.5,Mother,Daughter,Mother-Daughter
80,4,Male,Male,Yes,Widowed,11.0,Grandfather,Grandson,Grandfather-Grandson
53,16,Male,Male,Yes,Married,8.0,Grandfather,Grandson,Grandfather-Grandson
38,12,Female,Female,Yes,Widowed,2.1,Mother,Daughter,Mother-Daughter
57,61,Male,Male,Yes,Single,26.5,Brother,Brother,Brother-Brother
23,31,Male,Female,Yes,Married,21.2,Husband,Wife,Husband-Wife
44,6,Male,Female,Yes,Single,19.9,Father,Daughter,Father-Daughter
9,14,Male,Male,Yes,Single,8.2,Brother,Brother,Brother-Brother
70,24,Male,Male,Yes,Single,14.7,Roommate,Roommate,Unrelated
77,25,Male,Female,Yes,Divorced,8.7,Grandfather,Granddaughter,Grandfather-Granddaughter
12,10,Female,Female,Yes,Single,8.6,Sister,Sister,Sister-Sister
73,4,Female,Male,Yes,Single,4.2,Grandmother,Grandson,Grandmother-Grandson
5,1,Male,Male,Yes,Single,9.4,Brother,Brother,Brother-Brother
31,41,Male,Female,No,Single,18.7,Roommate,Roommate,Unrelated
38,37,Male,Female,Yes,Married,6.7,Husband,Wife,Husband-Wife
65,27,Female,Female,Yes,Divorced,10.2,Grandmother,Granddaughter,Grandmother-Granddaughter
20,18,Male,Female,Yes,Married,2.6,Husband,Wife,Husband-Wife
69,30,Female,Male,No,Single,6.3,Roommate,Roommate,Unrelated
41,37,Female,Female,Yes,Single,7.0,Sister,Sister,Sister-Sister
75,29,Female,Female,Yes,Married,12.3,Grandmother,Granddaughter,Grandmother-Granddaughter
54,45,Male,Female,Yes,Married,27.5,Husband,Wife,Husband-Wife
37,15,Female,Female,Yes,Widowed,4.1,Mother,Daughter,Mother-Daughter
41,29,Male,Female,Yes,Married,21.6,Husband,Wife,Husband-Wife
38,32,Female,Female,Yes,Single,4.1,Sister,Sister,Sister-Sister
63,19,Female,Female,Yes,Widowed,23.0,Mother,Daughter,Mother-Daughter
52,5,Female,Female,Yes,Widowed,11.5,Grandmother,Granddaughter,Grandmother-Granddaughter
35,31,Male,Female,Yes,Single,15.4,Brother,Sister,Brother-Sister
88,37,Female,Female,Yes,Single,25.8,Grandmother,Granddaughter,Grandmother-Granddaughter
55,7,Male,Male,Yes,Divorced,28.9,Father,Son,Father-Son
60,42,Male,Male,Yes,Divorced,16.3,Father,Son,Father-Son
70,42,Female,Male,No,Single,9.6,Roommate,Roommate,Unrelated
55,21,Male,Male,No,Single,11.7,Roommate,Roommate,Unrelated
81,41,Female,Male,Yes,Divorced,13.8,Grandmother,Grandson,Grandmother-Grandson
39,27,Male,Male,No,Single,6.7,Roommate,Roommate,Unrelated
41,32,Female,Female,No,Single,3.4,Roommate,Roommate,Unrelated
78,37,Male,Female,Yes,Married,13.2,Grandfather,Granddaughter,Grandfather-Granddaughter
60,24,Male,Male,Yes,Married,27.3,Grandfather,Grandson,Grandfather-Grandson
29,1,Male,Male,Yes,Widowed,28.6,Father,Son,Father-Son
36,6,Female,Male,Yes,Single,14.9,Mother,Son,Mother-Son
80,11,Male,Male,Yes,Divorced,16.4,Grandfather,Grandson,Grandfather-Grandson
17,9,Male,Male,Yes,Single,21.2,Brother,Brother,Brother-Brother
69,14,Male,Male,Yes,Married,12.4,Grandfather,Grandson,Grandfather-Grandson
59,9,Male,Female,Yes,Divorced,6.6,Father,Daughter,Father-Daughter
69,76,Male,Female,Yes,Married,26.1,Husband,Wife,Husband-Wife
46,37,Male,Female,Yes,Married,2.7,Husband,Wife,Husband-Wife
58,3,Male,Female,Yes,Married,2.2,Grandfather,Granddaughter,Grandfather-Granddaughter
67,14,Male,Male,Yes,Married,9.8,Grandfather,Grandson,Grandfather-Grandson
79,26,Female,Female,Yes,Widowed,6.5,Grandmother,Granddaughter,Grandmother-Granddaughter
72,7,Female,Male,Yes,Divorced,26.8,Grandmother,Grandson,Grandmother-Grandson
33,29,Female,Female,Yes,Single,12.7,Sister,Sister,Sister-Sister
43,13,Female,Male,Yes,Single,15.7,Mother,Son,Mother-Son
64,22,Male,Male,Yes,Single,4.8,Grandfather,Grandson,Grandfather-Grandson
55,20,Female,Male,Yes,Widowed,8.1,Grandmother,Grandson,Grandmother-Grandson
80,2,Female,Female,Yes,Divorced,13.6,Grandmother,Granddaughter,Grandmother-Granddaughter
29,39,Male,Female,Yes,Single,14.4,Brother,Sister,Brother-Sister
43,47,Female,Female,Yes,Single,23.0,Sister,Sister,Sister-Sister
50,57,Male,Female,Yes,Single,27.0,Brother,Sister,Brother-Sister
17,26,Male,Male,Yes,Single,10.5,Brother,Brother,Brother-Brother
78,24,Female,Female,Yes,Widowed,10.5,Grandmother,Granddaughter,Grandmother-Granddaughter
20,27,Male,Female,Yes,Married,14.3,Husband,Wife,Husband-Wife
29,8,Female,Male,Yes,Widowed,4.9,Mother,Son,Mother-Son
79,7,Male,Male,Yes,Widowed,27.7,Grandfather,Grandson,Grandfather-Grandson
60,16,Female,Male,Yes,Single,19.2,Mother,Son,Mother-Son
35,3,Female,Female,Yes,Single,19.2,Mother,Daughter,Mother-Daughter
52,54,Female,Male,No,Single,6.4,Roommate,Roommate,Unrelated
75,31,Male,Male,Yes,Single,21.9,Grandfather,Grandson,Grandfather-Grandson
88,26,Male,Male,Yes,Single,10.7,Grandfather,Grandson,Grandfather-Grandson
55,13,Male,Male,Yes,Single,24.3,Grandfather,Grandson,Grandfather-Grandson
32,0,Female,Male,Yes,Divorced,25.9,Mother,Son,Mother-Son
38,10,Male,Male,Yes,Married,26.4,Father,Son,Father-Son
37,37,Male,Female,Yes,Married,18.0,Husband,Wife,Husband-Wife
89,29,Female,Male,Yes,Married,25.3,Grandmother,Grandson,Grandmother-Grandson
73,7,Female,Male,Yes,Single,0.5,Grandmother,Grandson,Grandmother-Grandson
50,32,Male,Female,Yes,Single,18.4,Father,Daughter,Father-Daughter
62,12,Male,Female,Yes,Married,0.8,Grandfather,Granddaughter,Grandfather-Granddaughter
59,17,Female,Male,Yes,Single,7.3,Grandmother,Grandson,Grandmother-Grandson
40,47,Male,Male,Yes,Single,17.0,Brother,Brother,Brother-Brother
51,45,Male,Female,Yes,Single,26.9,Brother,Sister,Brother-Sister
17,24,Male,Female,Yes,Single,7.9,Brother,Sister,Brother-Sister
62,66,Female,Male,No,Single,3.5,Roommate,Roommate,Unrelated
47,39,Female,Male,Yes,Single,23.4,Roommate,Roommate,Unrelated
28,18,Male,Male,Yes,Single,12.0,Brother,Brother,Brother-Brother
45,12,Male,Female,Yes,Single,10.4,Father,Daughter,Father-Daughter
63,41,Male,Female,Yes,Married,22.2,Father,Daughter,Father-Daughter
35,12,Male,Female,Yes,Married,29.1,Father,Daughter,Father-Daughter
59,14,Female,Male,Yes,Widowed,15.1,Mother,Son,Mother-Son
85,45,Male,Male,Yes,Divorced,21.1,Grandfather,Grandson,Grandfather-Grandson
58,55,Male,Female,Yes,Married,8.9,Husband,Wife,Husband-Wife
29,1,Female,Male,Yes,Single,29.8,Mother,Son,Mother-Son
60,48,Male,Female,Yes,Married,17.8,Husband,Wife,Husband-Wife
66,3,Male,Female,Yes,Married,9.6,Grandfather,Granddaughter,Grandfather-Granddaughter
32,9,Male,Male,Yes,Widowed,15.4,Father,Son,Father-Son
82,10,Male,Male,Yes,Married,24.2,Grandfather,Grandson,Grandfather-Grandson
51,22,Male,Male,Yes,Single,22.8,Father,Son,Father-Son
61,26,Male,Female,Yes,Widowed,26.0,Grandfather,Granddaughter,Grandfather-Granddaughter
77,21,Male,Male,Yes,Single,10.2,Grandfather,Grandson,Grandfather-Grandson
50,24,Male,Female,Yes,Married,1.1,Father,Daughter,Father-Daughter
51,41,Male,Male,Yes,Single,21.9,Brother,Brother,Brother-Brother
11,9,Male,Female,Yes,Single,18.1,Brother,Sister,Brother-Sister
32,5,Male,Female,Yes,Divorced,16.5,Father,Daughter,Father-Daughter
36,41,Male,Female,Yes,Married,16.6,Husband,Wife,Husband-Wife
49,51,Male,Female,Yes,Single,12.7,Brother,Sister,Brother-Sister
53,50,Female,Female,Yes,Single,7.2,Sister,Sister,Sister-Sister
28,26,Male,Female,Yes,Single,11.6,Brother,Sister,Brother-Sister
43,25,Female,Male,Yes,Single,5.3,Mother,Son,Mother-Son
10,2,Female,Female,Yes,Single,14.8,Sister,Sister,Sister-Sister
38,11,Male,Male,Yes,Divorced,0.8,Father,Son,Father-Son
31,26,Male,Female,Yes,Married,24.9,Husband,Wife,Husband-Wife
17,23,Female,Female,Yes,Single,24.6,Sister,Sister,Sister-Sister
53,5,Female,Male,Yes,Widowed,3.1,Mother,Son,Mother-Son
22,25,Female,Female,Yes,Single,13.2,Sister,Sister,Sister-Sister
65,21,Male,Male,Yes,Divorced,6.0,Father,Son,Father-Son
70,28,Female,Female,Yes,Divorced,24.6,Grandmother,Granddaughter,Grandmother-Granddaughter
87,12,Male,Male,Yes,Single,30.0,Grandfather,Grandson,Grandfather-Grandson
62,52,Female,Male,No,Single,26.9,Roommate,Roommate,Unrelated
57,14,Male,Male,Yes,Divorced,13.0,Grandfather,Grandson,Grandfather-Grandson
64,26,Male,Male,Yes,Divorced,1.9,Grandfather,Grandson,Grandfather-Grandson
53,1,Female,Male,Yes,Divorced,22.2,Mother,Son,Mother-Son
75,30,Male,Female,Yes,Single,20.2,Grandfather,Granddaughter,Grandfather-Granddaughter
52,40,Male,Female,Yes,Married,17.8,Husband,Wife,Husband-Wife
67,8,Male,Female,Yes,Married,8.5,Grandfather,Granddaughter,Grandfather-Granddaughter
52,10,Female,Male,Yes,Widowed,2.4,Grandmother,Grandson,Grandmother-Grandson
57,13,Male,Male,Yes,Widowed,26.2,Grandfather,Grandson,Grandfather-Grandson
55,22,Female,Female,Yes,Married,23.3,Mother,Daughter,Mother-Daughter
58,1,Female,Female,Yes,Widowed,20.5,Grandmother,Granddaughter,Grandmother-Granddaughter
29,38,Male,Male,Yes,Single,15.3,Brother,Brother,Brother-Brother
10,19,Male,Female,Yes,Single,19.1,Brother,Sister,Brother-Sister
26,29,Male,Female,Yes,Single,20.1,Brother,Sister,Brother-Sister
32,4,Female,Male,Yes,Divorced,5.2,Mother,Son,Mother-Son
71,26,Female,Female,Yes,Married,21.7,Grandmother,Granddaughter,Grandmother-Granddaughter
16,11,Male,Female,Yes,Single,22.4,Brother,Sister,Brother-Sister
61,32,Female,Female,Yes,Widowed,15.6,Mother,Daughter,Mother-Daughter
67,67,Male,Female,Yes,Married,0.7,Husband,Wife,Husband-Wife
35,10,Female,Female,Yes,Single,13.2,Mother,Daughter,Mother-Daughter
67,77,Male,Female,Yes,Married,4.8,Husband,Wife,Husband-Wife
8,8,Male,Male,Yes,Single,8.7,Brother,Brother,Brother-Brother
70,3,Male,Female,Yes,Single,12.7,Father,Daughter,Father-Daughter
44,1,Male,Male,Yes,Married,7.2,Father,Son,Father-Son
58,68,Male,Male,Yes,Single,11.5,Brother,Brother,Brother-Brother
29,29,Male,Female,Yes,Single,17.6,Brother,Sister,Brother-Sister
58,52,Male,Male,Yes,Single,12.1,Brother,Brother,Brother-Brother
64,2,Female,Female,Yes,Single,16.8,Grandmother,Granddaughter,Grandmother-Granddaughter
77,28,Female,Male,Yes,Widowed,1.5,Grandmother,Grandson,Grandmother-Grandson
90,19,Female,Female,Yes,Widowed,28.2,Grandmother,Granddaughter,Grandmother-Granddaughter
37,26,Male,Female,Yes,Married,1.5,Husband,Wife,Husband-Wife
83,48,Male,Female,Yes,Single,28.3,Grandfather,Granddaughter,Grandfather-Granddaughter
81,11,Female,Male,Yes,Married,17.9,Grandmother,Grandson,Grandmother-Grandson
75,3,Male,Female,Yes,Divorced,20.2,Grandfather,Granddaughter,Grandfather-Granddaughter
